,Course Name,Reviewer Name,Date of Review,Review Content,Rating Star
1216,"SQL for Data Science by University of California, Davis",Ana,"Jun 9, 2020","This is the first course from Coursera that I didn't like at all. For absolute beginners is not suitable. There is only theories and somehow boring because there isn't any examples to do at the same time to understand the content better. 
I recommend to add more examples to the weekly courses like the ones for the final project so we can understand the theory more.",2
1217,"SQL for Data Science by University of California, Davis",Sean A,"Feb 16, 2022","This course gives a pretty good theoretical overview, but is not practical. There are limited exercises and often the examples are poorly explained. Someone starting from ZERO SQL experience will not succeed in this course. You would be better off going through https://sqlzoo.net/wiki/SQL_Tutorial and then returning to this course. ",2
1218,"SQL for Data Science by University of California, Davis",Ahmad S,"Jul 21, 2020",Nice course! Only giving it low stars because the assignments are so out of data. Please update your assignments corresponding to updates to Database. ,2
1219,"SQL for Data Science by University of California, Davis",Javier G,"Aug 18, 2020","Hola, no es tan bueno que no puedas correr código mientras aprendes con ejemplos. ",2
1220,"SQL for Data Science by University of California, Davis",Salim A,"Jul 2, 2020","It's very basic SQL, definitely not challenging for anyone with SQL experience",2
1221,"SQL for Data Science by University of California, Davis",Brendan J O,"Mar 12, 2022","During the course, I wrote a review, and gave three stars. But now, I sense the need to change it and add to it. Yes, I have actually changed the final rating from three stars to only one star. (Below is a quick review, because I don't want to waste too much time on it.)
In the beginning, it was claimed that certain participation in some so-called ""discussion"" was optional, but you had to participate in order to even be allowed to move on with the course. So the claim was false, and no one cared to take care of it. Or if the claim was indeed true, then indeed you did not have to participate, and it was indeed optional, and of course in that case you would not be allowed to move on. Either way, this immediately created a ""bad taste"" so to speak.
There seemed to be errors or sloppiness in the quiz questions and in some of the sets of multiple choice answers, which was annoying. Some quiz questions were not very clearly put, so sometimes -- I would even say often -- it was difficult to understand the question. Sometimes it also seemed as though some of the quiz code questions suddenly went too far compared to the material taught, which is in part due to the course's lack of practice.
The instruction videos were also poor, because they were not very well optimized. For example, the instructor's audio had a lot of ""wet sounds"" in it, so to speak. Also, the instructor's teaching was unpleasant to listen to, because it sounded awkward, as though overly scripted or very unnatural. There were also errors where some word or name did not match with code on-screen. Maybe she is a good instructor outside of Coursera, but you could not tell by these videos. Sometimes, the audio was even cut off, or so it seemed.
Because of the earlier mentioned lack of practice from the course, you must do a lot of practice yourself. I already knew some things here and there, and usually find my way around computers, and so on, anyway, so sometimes I had an easier time. I also understood some of the statistical concepts they asked about later on.
But even if so, I decided to quit during the final assignment, because 
(1) in the beginning of the final assignment (or rather right before it) it was unclear how to proceed on Coursera itself about it, and I wasted time finding out; 
(2) because of the course's sloppiness, it looked as though, after using only SQLite in the course, you suddenly had to use MySQL in Coursera's online sandbox (which may not have been a big deal, but is still strange a choice for a course), but really you had to enter some link and use the online SQLite interface with the Yelp dataset, which I only found out after roaming the so-called ""discussion"" fora for some time, wasting time in doing so;
(3) the assignment itself had questions that should not even be asked, because some of the (statistical) topics were not even covered in the course, and, again, there had hardly been any practice in the course itself to prepare you, making it an even poorer course.
I read some of the other reviews, especially the ones criticizing the course. Overall, relatively there are not that many giving low ratings, but they are right: it really is a poor course. I don't understand why the course has such a high score.
In short, it is a poor course, no one cares to update it properly, and I would recommend to any other course taker to get the most out of it, preferably for free, and then to leave as quickly as possible. ",1
1222,"SQL for Data Science by University of California, Davis",Norman S P,"Jul 12, 2021","The best thing I can say is that the deadlines motivated me to complete my week's studies.
Unfortunately the instructor, content and presentation were really poor for this course.
The quality here really serves as a stain (in my eyes) on the reputation of UC Davis and Coursera.
The instructor continually stumbled over her words as she read whatever teleprompter she was reading from during the presentations. It appears she didnt write the presentation herself as she stumbled through her presentations often creating wordy non-sensical explanations. It appears she never practiced the monologue before filming.
In addition there were many mistakes in the code in the powerpoint presentations. This course has been around for many years with hundreds of thousands of students. You'd think that by now they may have decided they should re-film the course and correct the simple and blatant errors that any complete beginner can see clearly in the presentations.
Otherwise, it's an ok course if you want to use it as a starting point to your self-teaching. I would recommend anyone taking this course to study with other materials on the side as well in order to truly become proficient and to help them know the subject matter better than the instructor who clearly is no expert due to the many and simple mistakes she propagates through her course.",1
1223,"SQL for Data Science by University of California, Davis",Katherine N,"Feb 19, 2022","This was the first course I ever took on Coursera and I honestly wondered if they were all like this and how Coursera was able to stay in business.  I stopped halfway through for a variety of reasons.  The instructor was incredibly awkward on camera and just read a teleprompter the entire time.  I ended up doing some other courses (by other instructors) and realized how many basic pieces of information she had left out. There was very little hands-on practice throughout the course and the quizzes wouldn't even show you the correct coding if you got it wrong, so you weren't able to learn what you did wrong. Glad that I have found some other courses to take on this subject, but I'll be avoiding this teacher/school from now on.",1
1224,"SQL for Data Science by University of California, Davis",christian s,"Apr 12, 2022","This is not a beginner course, it is very high level with little time or explanations spent on each topic.  The quizes  expect syntax that has not been gone over in order to correctly answer the questions.  I received better explantions for what was needed from W3school brief high level explanaton then I did this ocurse.   
The instructor tends to stumble over her words alot which causes confusion and the examples within the presentation are not really clear as they arent based off real world, just table 1 table 2 etc. 
I debated if I should review or not as I wonder also is this just not witin my leanring style, but reallized in a course of this type it should fit a variety learning styles as the Google courses do.  ",1
1225,"SQL for Data Science by University of California, Davis",Sara F,"Jan 3, 2020","Terrible and frustrating. My previous knowledge was literally zero, so I did learn something at the end,but the lectures are poor and  non stimulating at all. Worst of  all, the exercises are awful.  Most of the time the task is not clear, there are no example to guide you and the material given in the lectures are most of the time totally useless. I felt very frustrated. Not a completely waste of time, but I would never recommend this course to anyone.  I really wanted to learn something, but everything was against it.  I speak to the creator of this class, seriously try to do this course pretending you are new to this topic. I will be clear it is very very very bad designed. ",1
1226,"SQL for Data Science by University of California, Davis",Rashid S S,"Jul 28, 2020",The course was not easy to understand. Because the lessons were not sufficient enough to understand the questions in quiz and final exams. I think if all the things are described in a more elaborate fashion with a lot of examples it would be easy for the learners. Actually in this course I've to relay more on google and internet rather than my course lessons which was very disappointing. I personally think this course is not for a beginner student who really wants to learn about sql. ,1
1227,"SQL for Data Science by University of California, Davis",John O O,"Mar 29, 2022","Not too happy with this course, I have run into many incosistencies with the course materials and have no responses (along with many others posting in the forums) to the issues at hand. The first course does not 'flow' into the second course.  Conflicting instructions given in pdfs and by instruction in 'solution' videos. Hard to find 'mentions' to cloning reports. Etc. Feels kinda like a waste of time trying to connect the dots as provided by the instructor/instructions.",1
1228,"SQL for Data Science by University of California, Davis",Yujin L,"Jan 21, 2023","There are not enough examples in between the lectures. It's impossible to remember all the SQL commands if the course does not provide practice questions before the quiz. Also, the instructor keeps moving around while she's explaining which makes it hard to focus, and the course is not interactive at all.  ",1
1229,"SQL for Data Science by University of California, Davis",Victoria K,"Jul 15, 2020",I can't pay for the course to get certificate. The free 7 days subscriptions never ends. So I can't send the tests to get results and get the certificate.. Lost a lot of time... Too bad,1
1230,"SQL for Data Science by University of California, Davis",鄭明軒,"Jan 3, 2020","Week 4 assignment isn't prepared well for the students to use the skills they learned, and issues posted on the forum left uncleared forever.",1
1231,"SQL for Data Science by University of California, Davis",Deleted A,"Dec 30, 2020",Questions scored incorrectly though they are correct. ,1
1232,"SQL for Data Science by University of California, Davis",Rajnish K J,"Jul 6, 2020",Most of the command line does not work.,1
1233,"SQL for Data Science by University of California, Davis",Шайдуллин А,"Aug 3, 2020","In general, the course is not bad, but there are a number of disadvantages, ranging from minor to serious omissions. I wanted to give the course 3 stars, but the last homework was quite fun and productive (you can put 4.5, according to the rules of mathematics, round to 5, but with a very large advance). The basic skills were acquired during the last assignment.
 First, about the benefits of the course: 
 1+ In the course, you can practice on real data without using other software, it is really useful and productive; 
2+ Theoretical aspects are more than enough; 
3+ Theoretical tests correspond to the lecture materials. 
 Now to the disadvantages (there are still more of them), first to the serious ones: 
 1- There is a lot of so-called ""Water"", information that is completely unimportant and purely theoretical. Almost the entire first week was devoted to theory (""Why is this subject important? Separation of duties among employees, etc.). I think the course would have done well without these materials. Often, one fourth of the length of each video is an explanation of what we will be studying today. I think , the student wants to quickly learn important material for him. 
 2- The first 2 weeks of coding looks very good, easy to understand and solve for yourself. But something strange happened on week 3, the tasks became much more complicated, they did not correspond to the lecture materials, where theoretical material was mainly given. Week 4 has already been done normally. Probably, without prompts (sometimes direct), I could not have done these tasks. It was very difficult! 
 3- The course is rather short (only 4 weeks), little time is devoted to programming, there is not enough practice, maybe it was even worth adding a small invaluable practice after each video. 
 4- The lecturer tried to convey the idea that the usual repetition of programming steps may be ineffective. Unfortunately, today, nothing is better than ""I copy after the lecturer, who explains something in parallel, and then independently practice it on real data."" The lecturer's methodology was not the most effective; nevertheless, after completing the course, many questions remain. 
 Minor disadvantages: 
 - For the convenience of work, you can download the presentation of the lecture, but I think it is convenient for some students to print these lectures and work. Unfortunately, the design and background were chosen in a dark color, which is why the material after printing is inconvenient to read (-a lot of paint is wasted), it is rather difficult to correct it yourself. 
 - The material chosen for reading by the lecturer is slightly robotic, it is convenient to set at a speed of 1.25 or 1.5. 
 In any case, I was able to familiarize myself with this programming language, I was able to learn something. I think one day it will suit me. At the moment, I still prefer to work in Python and other programs. I was still able to get a certificate of completion of the course. Thanks for the course and thanks for your attention to this long comment! Hope it helps you get better! Good luck :)",5
1234,"SQL for Data Science by University of California, Davis",Dheanda A,"Jun 22, 2021","Thank you for the material that was presented well and clearly. I got to know better how to use SQL for data science. Hopefully, by learning this, I can implement it in the future as a Data Analyst.",5
1235,"SQL for Data Science by University of California, Davis",Ashley M,"Jun 9, 2019",Great introductory to the SQL programming. This will definitely not only add another programming skill but also give me more capabilities programming in SAS. I would recommend this to anyone.,5
1236,"SQL for Data Science by University of California, Davis",Mohamed A,"Sep 29, 2019","The Course was quiet  good & descriptive, yet it didn't cover a lot of SQL such as how to use its platforms and how to connect to database, also, the differences between other platforms.",5
1237,"SQL for Data Science by University of California, Davis",Gary L,"May 3, 2018","This was an amazing course. I learned so much practical and application skills from the course. The lectures are great, as our the assignments and tests.
Thank you for a great time!",5
1238,"SQL for Data Science by University of California, Davis",Tanmay C,"Jul 1, 2020",Great course with lots of things to learn about SQL. Assignments were pretty challenging and the instructor explained the concepts nicely. A fantastic course to start with SQL.,5
1239,"SQL for Data Science by University of California, Davis",Victoria T,"Sep 17, 2019","  Sadie St. Lawrence is a completely motivating person. Thank you, Sadie, for such an excellent combination of professional teaching and interesting tasks. Well-balanced course",5
1240,"SQL for Data Science by University of California, Davis",Budi S,"Feb 7, 2022","Very educating course, with interactive practice and final project which simulate real data science. Not to mention, the cute lecturer is easy on the eyes... ^_^v",5
1241,"SQL for Data Science by University of California, Davis",Maxine L,"Dec 23, 2018","Very clear and useful class! The outline of each module is easy to understand and follow, and the assignment is helpful to strengthen SQL skills.",5
1242,"SQL for Data Science by University of California, Davis",DIVYA M,"Jul 1, 2020","Even though i have learned SQL from many sources but this is a complete package, felt completed after completing this course. ",5
1243,"SQL for Data Science by University of California, Davis",Megan H,"Dec 22, 2018",So helpful! Really helped me learn SQL on a level that I am confident enough to add it to my resume. ,5
1244,"SQL for Data Science by University of California, Davis",manish r,"Nov 30, 2018",Good course.  The peer assignments was a bit challenging hence most interesting as well.,5
1245,"SQL for Data Science by University of California, Davis",hridaya s,"Jul 1, 2020",Very nicely communicated,5
1246,"SQL for Data Science by University of California, Davis",Shreyansh V,"Mar 24, 2022",Best to start with sql,5
1247,"SQL for Data Science by University of California, Davis",Shubham S,"Jan 25, 2019",i want my money back,5
1248,"SQL for Data Science by University of California, Davis",Sandipan C,"Nov 11, 2019","The course was pretty good for a beginner. The instructor was very clear and explained all the concepts in a very easy to grasp manner. However, the entire course could do with more coding exercises. Concepts such as joins, group, etc could be better understood if there were more exercises. Also, during the coding exercise (at the end of the week) it would be really helpful if correct answer and an explanation would have been provided. Having said that, its really good for beginners and I would and have recommended this to others.",4
1249,"SQL for Data Science by University of California, Davis",Chloe W,"Nov 1, 2018","=)  Very clear walkthrough of important concepts in SQL and why use certain functions for certain tasks.
=( Wish there were more practice questions so it's more interative.
=( Also it would be great if there are more ""real-life"" SQL practices that involve solving for an actual question that you might encounter as a data scientist working for a tech company.
Thanks so much for sharing this with us, Sadie!",4
1250,"SQL for Data Science by University of California, Davis",David B,"Jan 2, 2018","Great material and videos. However, the questions on the final are ambiguous and can be very challenging, and the final as a whole can take much longer than the anticipated 2 hours. On the other hand, if you can make it through the final, you will come out with a great introductory understanding of SQL by the end of the course. ",4
1251,"SQL for Data Science by University of California, Davis",Alex H,"Jul 1, 2020","Thought some of the intuitive thinking was a bit challenging, but really liked how the sqlite server was built into the course and didn't require any download or off-site work. Think some of the time estimates should be a bit longer, but overall good course.",4
1252,"SQL for Data Science by University of California, Davis",RENEE,"Feb 5, 2022","Except the last assignment,it may seems be in a mess.Everything is wonderful!Thanks to all staffs,thanks to cute Lawrence~~~~Congratulation to myself!!",4
1253,"SQL for Data Science by University of California, Davis",Sagar,"Jul 29, 2021",course was designed good. but i would advised to have a bit of Sql knowldge from youtube so that you will be able to understand everything much better.,4
1254,"SQL for Data Science by University of California, Davis",Deepak G,"Jul 1, 2020",A nice course for introduction with SQL but they could have used the software currently used in the industry like oracle's MySQL or SQL server.,4
1255,"SQL for Data Science by University of California, Davis",Rathindra M,"Jul 1, 2020",Would have been better if there was a chapter on connecting to an sql server from an application or gui.,4
1256,"SQL for Data Science by University of California, Davis",Kyle G,"Dec 17, 2021",I wish there was a practical piece to practice after every video to help learn each new new skill.,4
1257,"SQL for Data Science by University of California, Davis",Nikhil K s,"Jan 31, 2019",Great course with great learning and an opportunity to apply that learning,4
1258,"SQL for Data Science by University of California, Davis",Kunal S,"Jul 19, 2020",Good for beginners,4
1259,"SQL for Data Science by University of California, Davis",Muhammad A B,"Jun 30, 2020",best courses,4
1260,"SQL for Data Science by University of California, Davis",Madanuri N S,"Jul 1, 2020",This is really a good basic knowledge course. Actually the more usable commands will be convered,3
1261,"SQL for Data Science by University of California, Davis",Gloria K,"Nov 2, 2023","As an already comfortable SQL pro looking to add a few badges to my belt, I went into this with an intermediate understanding. I found the course actually challenging, which on one hand was fantastic, but the monotone, stepping over every sentence, and flavorless videos ran by the same instructor, made this class very indigestible. 

Truly, I feel horrible for any non-English speakers who had to handle this course as first time learners. I'd be scratching my head, or running for the hills. I know the University of California has enough time, energy, and funds to put a good course together - so I'd lightly give this recommendation: find a speaker for your videos who can show emotion, deliver a speech, and knows how to teach a point. Maybe one that doesn't sound like they are reading from a teleprompter, and can deliver punctuation. It felt like one long sentence every video, no breaths taken. You made this course unnecessarily difficult with the speaker alone. Going right into the modules / quizzes that require specifically tailored, distinctly created queries done all by the user - you need to balance this course with at least an easy to understand instructor. This was not the case and I honestly wish I'd known that prior to signing up.  ",2
1262,"SQL for Data Science by University of California, Davis",Christina L G,"Dec 19, 2020","Although the information and topics in itself are interesting and the course gives a good overview, the individual videos have a lot of repetition (in 5 minutes an intro, the main part and a summary), and I find the person who gives the course hard to listen to, as it often seems like she doesn't understand what she is saying. Also the questioning in the case study is very unclear - watching the discussion forum I'm not the only one who struggled to understand what they want. The provided answers for reviewing your peers are so widely interpretable that I myself got max points from 2 students for 1 question, while the third gave 0 points. And that for several of the questions. Overall not satisfied over the quality of this course",2
1263,"SQL for Data Science by University of California, Davis",Elyara M,"Sep 16, 2022","I didn't learn anything other than basic theories and basic practice, which leads me to have another better course from another platform ofc.! I am more angry to Coursera, as it took money automatically, without even emailing me or any other information before taking that money. I had finished the course and they took money twice. they didnt inform that i have to cancel the course even after finishing! why would they? ! this is using people, nothing else. Just WASTED  my time and money. that's all.",2
1264,"SQL for Data Science by University of California, Davis",Miriam G,"Dec 24, 2020","Lectures were stilted and repetitive, some of the exercises were poorly thought through and the peer-grading is a joke, with people grading me as having got questions correct, when having seen the answers I now know I got some questions wrong! Questions from peers went unanswered in the forums.",2
1265,"SQL for Data Science by University of California, Davis",Jan C,"Sep 12, 2020","It stars strong, but on weeks 3-4 it lacks comprehensive examples and guidelines, and that makes you feel lost. Also, the final assignment is very hard, and it asks things in a non-comprehensive manner, which makes you spend a lot of time until you understand what they are asking you.",2
1266,"SQL for Data Science by University of California, Davis",Len V,"Oct 14, 2021","Considering how hands on learning a language like SQL can be, this course does a lot of info dumping about the theory all at once instead of embracing the practical approach. This makes the course a lot more taxing than it has to be.",2
1267,"SQL for Data Science by University of California, Davis",Jibran A,"Aug 20, 2020","The teacher has really good knowledge of SQL and I really respect her for that, but as someone who is not familiar with SQL finds it difficult to give quiz without any side by side practice of the topic ",2
1268,"SQL for Data Science by University of California, Davis",Kunal U,"Sep 24, 2023",The instructor was clearly reading from a slide without paying a lot of attention to actually 'teaching'.  A lot of grammatical errors and flow of sentences made that obvious.,2
1269,"SQL for Data Science by University of California, Davis",Night,"Dec 29, 2023","First of all, there is a mistake in examples. I looked on the forum and saw that there were some other people stating this. They didn't bother to edit the 6-minute video. Second, She just reads from prompter. Rarely but she gets stuck while reading. Also, instead of standing still while reading, she sways like a child. 
It felt like, they are not professional and they don't taken us students seriously",1
1270,"SQL for Data Science by University of California, Davis",Ala A,"Oct 8, 2021","Material was good, but the staff is why I'm giving 1 star. Finished the course and submitted my final assignment for peer review, it has been ""in progress"" for 4 weeks, this is not acceptable to delay learning progress. Staff should have a way to monitor the assignments time and resolve. We respect your time, please respect ours. ",1
1271,"SQL for Data Science by University of California, Davis",Paulina,"Jul 11, 2023","The instructor is hard to follow because of her communication skills. I have to rewatch the videos, and even then I am having a hard time keeping focus on the material because of how many speech errors the instructor makes.  I've decided to drop this course and find something similar instead. ",1
1272,"SQL for Data Science by University of California, Davis",Jonas W,"Sep 16, 2022",Be aware that for many students the sandbox that is necessary for completing the quizzes at the end of each leasson does not work. This is a known issue but so far the lecturer has not commented on this,1
1273,"SQL for Data Science by University of California, Davis",Tianyi L,"Jan 7, 2022","This course only shows the syntax, but didn't teach how to write. I'm still very confuse about the syntax after taking this course. NOT  RECOMMEND",1
1274,"SQL for Data Science by University of California, Davis",ahmed l,"Sep 5, 2023","The instructor is really boaring, as if she is reading from a script.
Really disapointed.",1
1275,"SQL for Data Science by University of California, Davis",Maciej P,"May 30, 2023",Terrible. You can tell that all the instructor did was read off of a script.,1
1276,"SQL for Data Science by University of California, Davis",Vincent W,"Aug 29, 2023",The requirement is unclear for the last project.,1
1277,"SQL for Data Science by University of California, Davis",Dan H,"Dec 13, 2023",This course is horrible,1
1278,"SQL for Data Science by University of California, Davis",Mark P,"Jan 4, 2018","I'm fairly proficient in R and wanted to add a database language to my data science repertoire. Most data science jobs ask for SQL so I thought this was the perfect starting point for learning. I found learning the language fairly straightforward, especially because many SQL-type commands are built into R packages (like dplyr). My job has a comprehensive relational database but, I usually use a point and click interface to make queries- now that I'm more proficient I'll start using SQL though. Additionally, I was hoping to pick up SQL before starting my grad program in analytics so I can ""hit the ground running"" and be ready for classes focused on database management and data engineering. I was able to accomplish this without any question.
I really liked the course, which is not surprising given all of Coursera's data science content is excellent. The final assignment was very thorough and helped put together lots of focused questions you might encounter using SQL as a data scientist. It really helped solidify my learning. For about $60, this was a no brainer for getting started in the language.",5
1279,"SQL for Data Science by University of California, Davis",vijay k d,"Jan 4, 2020","DO Slowly,  Build up. This is a wonderful course and you will not know when you have learnt so many things. The instructor is wonderful she explains things nicely. The people who have designed the course must be working professionals because Of their depth of understanding of the subject and knowledge.
The most interesting thing about the course is you will learn a few things in a module then try your hands on. you don't even need a laptop to code because they have integrated everything on the Coursera's platform. I have watched most of the videos on my smart phone  and submitted a few assignments too.
and the last part of the journey through this course for me is realization. You solve the questions given in the peer graded assignment  specially part 2 and for a person who Has been listening the terms like  PREDICTION, SENTIMENT ANALYSIS kind of stuff , Learning a few lines of codes in SQL from this  course has actually let me do them.
Wonderful course Amazing team
Thanks Coursera
Thanks Sadie St Lawrence",5
1280,Data Science Ethics by University of Michigan,Aaron Z,"Feb 18, 2018","This couse presented some interesting case studies, but never presented a real ethical system.  In particular, the instructor frequently equated ethical behavior with socially acceptable behavior (this activity by corporation x was unethical because it resulted in public outcry).  Someone with a background in ethics really should have been consulted in course developement.  
On a  purely practical matter, the ta did not seem to have any training in ethics at all.  He just responded to every comment in the discussion area with a ""what about"" statement that sounded like it came straight from a late night dorm room bs session.  ",2
1281,Data Science Ethics by University of Michigan,Daithi M W,"Mar 25, 2018","I've been disappointed with the course overall. it's a very interesting topic, one that's relevant to the times we live in. But I feel that many of the big questions are neither asked nor answered in the course. 
The presenter's background is in engineering, not philosophy. This isn't a fundamental problem in itself, but it does mean that concepts are left very vaguely defined. So 'ethics' is, at one point, defined more or less as 'what's socially agreed-up'. But in the questions as well as the videos, the terminology shifts between 'ethically right/wrong', 'appropriate', 'have to do something,' 'by rights', 'legally', and lots more besides. So it's far from clear what the right or wrong position might be in many of the thought-experiments described in the quiz questions. What's more, if an action isn't in itself ethically right, that doesn't entail that it must be ethically wrong: it could be neither. There's virtually no input from other voices, too: no discussions with, say, experts in the field of data ethics, or moral philosophers, or whatever. 
At one point in week 1, the presenter correctly points out that ''data ownership is really complex''. So it'd be useful to have a MOOC that makes it less complex: that asks hard questions, and critically examines the range of possible answers. Unfortunately, this MOOC isn't it. ",2
1282,Data Science Ethics by University of Michigan,Phoebe J G,"Mar 3, 2021",The instructor really explained everything well and in detailed manner. I appreciate all the videos and case studies. Those tools help me  to understand the subject in a deeper manner.,5
1283,Data Science Ethics by University of Michigan,Katherine S,"Jan 24, 2019","Good course.  Challenging and thought provoking.   The professor was very good, but, even if you complete all assignments, your certification and grade depends upon having others in the course go in and review your assignment.  Even if you review more than you are required to review, if others don't review yours, you don't pass or get your certification.  So, be aware of that if you are attending a class in the hopes of obtaining a certification.  It is not guaranteed even if you do all of the work. ",2
1284,Data Science Ethics by University of Michigan,HARSH M,"Aug 5, 2023","TO,
RESPECTED H.V. JAGDISH SIR
THANK YOU SIR FOR GIVING US KNOWLEDGE ABOUT DATA PRIVACY, OWNERSHIP,  PROTECTION AND USER CONTROLTO MANIPULATE DATA.
YOURS SINCERELY
HARSH MOHAN",5
1285,Data Science Ethics by University of Michigan,Chris V,"Feb 3, 2023","The course content is actually quite good and thought provoking, but the final submission requires peer review which appears to be practically impossible to get. Looking through the course chat there are months-to-years-old posts pleading for reviews by poor souls who cannot get their certificates because they have yet to receive the required four reviews.
This one-star review is not for the content or presentation or quizzes, which are otherwise five-star, but for the simple fact that the evidenciary certificate that so many of us came here to get is locked behind a poorly planned and ironically unethical peer review system that was clearly not thought out before it was implemented.",1
1286,Data Science Ethics by University of Michigan,Mule S N R,"Aug 18, 2020",I doesn't received any certificate,1
1287,Data Science Ethics by University of Michigan,Kim K L,"Jul 9, 2018","This is really a great course. It is a starting point for anyone who want to get deeper into Data Science Ethics. Even if I feel that I am fairly familiar with the topic, I learned a lot and particular the case studies were really great. It should be a must for anyone in Data Science.",5
1288,Data Science Ethics by University of Michigan,Darmain S,"Jul 26, 2019","Very good course with excellent examples and a balanced approach. My only issue was that the pace of the presentation was a little too slow at times. Content-wise, excellent.",5
1289,Data Science Ethics by University of Michigan,Marco M,"Aug 9, 2018","As I expected, the course provided me a lot of food for thought.
The aspect that I appreciated most was the necessity, as an Italian legal privacy counsel, to put aside my legal and GDPR background, and to think in a “more ethic manner”. This kind of approach permitted me to view the EU General Data Protection Regulation with new eyes, finding some aspects about that Regulation that I think could be improved.",5
1290,Data Science Ethics by University of Michigan,Leila T A,"Jun 27, 2019","I really enjoyed the material and the way it was presented. Even though I am not new to the topic, still more avenues and perspectives were supported with very good examples. Very refreshing.",5
1291,Data Science Ethics by University of Michigan,Anny Y,"Mar 18, 2019",Absolutely delightful to have Professor Jagadish walking us through the course.  The course was informative and very stimulating.  Opens up to a new world of data science ethics.  Thank you! ,5
1292,Data Science Ethics by University of Michigan,Joel D M,"Jul 2, 2018","This course is short, slow, and easy, but I ranked it five stars because the content is important in today's growing reliance on data science.",5
1293,Data Science Ethics by University of Michigan,Isabel H,"Mar 21, 2018","This is a good intro to the topic for data scientists with no prior background in ethics. As someone who has studied the philosophy of ethics (even if you've only taken one course in it) you'll likely be disappointed in the limited level of depth in terms of considering ethical theories. To be fair, the instructor does state this at the beginning of the course. My other issue I had with this course is that the assessment quizzes use true or false questions - which in my opinion represents a VAST simplification of the complexities of ethical questions. This kind of simplified black and white thinking is exactly what we do NOT want in the people creating and controlling our technology, so I was disappointed to see the assessment style encouraging it.",4
1294,Data Science Ethics by University of Michigan,Debra L T,"Jan 29, 2019","Presenter did not vary tone, was not engaging and made it very difficult to follow. ",4
1295,Data Science Ethics by University of Michigan,Brian W,"Apr 15, 2021","This course is interesting, but not very complex. It does offer numerous case studies. You can explore pretty much the same material in a shorter period of time by reading ""Weapons of Math Destruction"" or ""Calling Bulls&*t"" which focus more on the specifics of how statistics and data science / machine learning can be either intentionally manipulated or inadvertently so. They cover p-hacking in more depth, visualizations that can be misleading, and many of the more deep ethical issues covered here. ",3
1296,Data Science Ethics by University of Michigan,Peter P,"Feb 18, 2018",The course provides a good insight into some of the issues with the ethics of data science. Perhaps there is too much focus on data validity and not enough on ethics. This course shows that there is a need for systematic ethical enquiry into this subject.,3
1297,Data Science Ethics by University of Michigan,Sanjeev K,"Apr 18, 2023","I recently completed the Data Science Ethics course offered by the University of Michigan through Coursera, and I must say it was an eye-opening experience. The course content was very informative and thought-provoking, and the Prof. H.V. Jagdish  did an excellent job of presenting complex ethical issues in a clear and concise manner.
The course covered a range of topics related to data science ethics, including privacy, bias, transparency, and accountability. The instructors provided real-world examples and case studies to illustrate these concepts and help us understand their implications in practice.
One of the things I appreciated most about this course was the emphasis on actionable steps that data scientists can take to promote ethical practices in their work. The course provided practical tools and frameworks for identifying and mitigating ethical risks, which I found very useful.
Overall, I highly recommend this course to anyone working in data science or related fields. Whether you're a seasoned professional or just starting out, this course will provide valuable insights and best practices for navigating the complex ethical considerations of the field.
  Sanjeev Kamboj,  Assistant Registrar, Panjab University, Chandigarh",5
1298,Data Science Ethics by University of Michigan,William Y,"May 15, 2020","This course should be made mandatory for all IT and data science students. Data science ethics will be the future, helping the society to push back against the overreaching organisations and governments around the world.
This course is also recommended for those without IT nor data science background. You will gain insights on how technology and social media giants collect and utilise personal data, running various experiments in the name of improving services and ensure quality standards. 
Prof Jagadish's code of ethics is very easy and simple to remember, and it will remain relevant for most data science context.",5
1299,Data Science Ethics by University of Michigan,Ng L J,"Jun 18, 2020",Thank you for this opportunity to teach what is right from wrong when it comes to handling vast amounts of data.  Especially at this time when cybercriminal activity is at its peak due to the COVID-19 pandemic.  Many pages of notes from your course were created and compiled for further study and teaching other people who want to learn the same thing as well. ;),5
1300,Data Science Ethics by University of Michigan,Srinivasan K,"Apr 8, 2021","Best course to learn ethics in data science domain. Professor Jagdish is highly generous to share his knowledge and delivery of contents are well aligned to chosen topics in every week. My sincere gratitude to Professor Jagdish and Coursera team, for introducing this course to learners. 
I strongly recommend this course to all IT professionals.",5
1301,Data Science Ethics by University of Michigan,Zoraya D G,"Aug 2, 2020",I want to thank the instructor of the Data Science Ethics course for their guidance. It has been an enriching experience on a topic of great importance in these times when everything is linked to the internet and vertiginous changes take place at a social and technological level. Thank you very much  ,5
1302,Data Science Ethics by University of Michigan,Bernard D V,"Apr 14, 2020",Complete course about the complexity of Ethics in Data Science. The course is well-taught and the case study are really interesting. I higlhy recommend the course even for people who do not work as data scientist because it talks about societal issues linked to data.,5
1303,Data Science Ethics by University of Michigan,Pedro D P,"Sep 19, 2023",Very interesting and engaging course to get an introduction to the Data Ethics dilemmas and possible ways of addressing them. Good selection of examples and case studies as much as the brilliant way in which every topic is addressed by Professor H.V Jagadish. ,5
1304,Data Science Ethics by University of Michigan,Breno L S d A,"Jan 12, 2021","I believe this course is essential for data scientists. Sadly, few people are taking this course comparing to the proper data science courses, I hope the subject of ethics within data science grow to all data scientist perceive the impact their work can have.",5
