,Course Name,Reviewer Name,Date of Review,Review Content,Rating Star
1771,Explore stock prices with Spark SQL by Coursera Project Network,N.Srinivas,"Oct 30, 2021",Amazing content!,5
1772,Explore stock prices with Spark SQL by Coursera Project Network,Neeraj k m,"Aug 14, 2020",good enough,5
1773,Explore stock prices with Spark SQL by Coursera Project Network,Thulasitharan G,"Jun 4, 2021",Good,5
1774,Explore stock prices with Spark SQL by Coursera Project Network,PARTHASARATHI A,"Aug 19, 2020",Good ,5
1775,Explore stock prices with Spark SQL by Coursera Project Network,Ankit J,"Sep 8, 2020",cloud platform is not usable at all and course is very basic,3
1776,Explore stock prices with Spark SQL by Coursera Project Network,Waqas A,"Oct 13, 2020",The said project need much enhancement and more materials,2
1777,Explore stock prices with Spark SQL by Coursera Project Network,Nicolas M,"Sep 9, 2021",lab doesn't work ... i quit,1
1778,Causal Inference 2 by Columbia University,Ang K J,"Aug 24, 2020","Reading off the slides, no real explanation of concepts or notes provided.",1
1779,Causal Inference 2 by Columbia University,Samuel D,"Apr 6, 2020",No engaging. Unable to complete the tasks,1
1780,Causal Inference 2 by Columbia University,Seethu S,"Nov 27, 2020","Excellent treatment of mediation, regression discontinuity, longitudinal causal inference, interference and fixed effects. This course has whetted my appetite to dig in to the relevant statistics literature in more detail. The potential outcomes framework is so powerful in terms of delineating causal assumptions and clearly setting up identification conditions for empirical estimation of causal effects.",5
1781,Causal Inference 2 by Columbia University,Huyen N,"May 2, 2020",This course is painful. Lots of dry maths with no relatable examples. Difficult to follow. ,3
1782,Causal Inference 2 by Columbia University,Weijia C,"Aug 17, 2020",Too few and easy assessment questions that does not help understand the course much,3
1783,Causal Inference 2 by Columbia University,Vikram M,"Oct 22, 2019",Terrible,1
1784,Cervical Cancer Risk Prediction Using Machine Learning by Coursera Project Network,Dr B V,"Nov 4, 2022",Data analysis with a new software,4
1785,Applied Text Mining in Python by University of Michigan,David M,"Nov 7, 2018","It is no exaggeration to say it took me longer to complete this course than the first 3 courses in the specialty and the time was utterly wasted. I wouldn't object if I felt like I was learning new skills but it is mostly battling a poorly constructed course, with terrible assignments, a broken autograder and a Professor who is utterly disinterested in the education of his students.
When considering this course we need to separate the subject (which is fascinating) and the tools (which seem quite powerful) from the course itself. I had really high hopes during the lectures in week 1, where the videos are stronger and close to a well taught university lecture than others in the specialisation. However the assignments and the autograder issues are too great to ignore! Assignments are poorly worded (in one question it is literally trial and error) and the autograder often breaks. There are cases of people spending 10+ hours on work getting incredibly frustrated by the lack of feedback to find out the solutions were correct and the autograder was playing up. ",1
1786,Applied Text Mining in Python by University of Michigan,Li Q,"Aug 10, 2018","Very painful going through this course although i have quite well coped with course 1-3. 
But this course seems lack of systematic structure of building the knowledge, it just walked through the topics quickly and extensively. I had to spend a few hours to learn about the whole structure of text mining to build in-depth knowledge, more than 20 hours to watch the online nltk & genism tutorials cause i m new to text mining & nlp. 
just hope the course can simplify the complicated topics such as where we are in the whole process, what's it, why we need it, working theory, coding, how we use these parameters, etc. to make life easier. ",1
1787,Applied Text Mining in Python by University of Michigan,Chenyu L,"Feb 22, 2019",I would see autograder and unspecific instructions ruin this course.....Sometimes you know how to get the answer and the answer looks just right! but you still cannot get passed! I would not be taking this course if it was not part of this Specialization........ Improvements need to be made!,1
1788,Applied Text Mining in Python by University of Michigan,Aryan P,"May 15, 2018","Instructor does not explain concepts, just superficially goes through subjects. 
Some lectures lack coherence between subjects. you wouldn't know what is the relation between topics.
But it introduces some basic stuff which worth knowing anyway.",1
1789,Applied Text Mining in Python by University of Michigan,Michael T B,"Jan 29, 2019","Instructor was poor.  Inadequate coverage of the material in the lectures, some questions not clear as to what was expected.  You can do better reading a book on this subject on your own.",1
1790,Applied Text Mining in Python by University of Michigan,Jian G,"Mar 7, 2019",This is almost a waste of my time. The structure can be clearer and the connection to Python is outdated. The assignments are poorly designed. The instruction is not effective. ,1
1791,Applied Text Mining in Python by University of Michigan,David C,"Aug 8, 2017","I really wanted to like this course, and there were some redeeming features, but overall I'm unable to recommend it in its current state.  IMO, the lectures were at much too high a level while the programming assignments were very detailed with vague instructions and little guidance.  There was no link between what was discussed in class and how the fine details of the assignments were to be understood.  In addition, the course was published with errors in the auto-grader and no resources in the Resources link (not even slide decks from the lectures, so to review material you were forced to re-visit all the recorded lectures which was very inefficient).   My recommendation to Coursera and the Univ of Michigan is to completely re-do the course, doubling the number of lectures to provide not just the broad overview of the topics, but also some detailed descriptions of recommended ways to implement what was discussed.   I would also recommend using Professor Andrew Ngs Machine Learning course as a guide for how to create great programming assignments, with detailed PDFs (typically 5-6 pages) describing what is to be done AND WHY (linking back to the lectures) and ""telling a story"" that is cohesive and leads the student to create something end-to-end (in small steps) that does something amazing by the end.  The programming assignments in this course seemed, in contrast, to be a shotgun blast of ""do this"", ""create this"", ""make this happen"" with little context of how the small pieces fit together or what the overall goal of the assignment is to accomplish -- and at the end, a feeling of ""I passed the autograder's expections, but have no idea what I've really done or why"".  There were so many great things that could have been done with the Text Mining topic, and this course touched on just a few in a very haphazard way that simply left me confused and wondering why I spent so much time to learn so little. ",2
1792,Applied Text Mining in Python by University of Michigan,Alejandro C M,"Feb 10, 2019",The instructor provided very low quality material.,1
1793,Applied Text Mining in Python by University of Michigan,john w,"Mar 11, 2018","I am an experienced online course learner, both with MOOC's and online courses through accredited universities. Unfortunately, in it's current form, this has been one of the worst classes I have ever taken. While it does have some interesting content, the delivery is sometimes wandering and more of a high level overview than a concrete, here's-how-you-do-it, practical class. The assignments also suffer from ambiguity and sometimes outright forgetting of explicit instructions. Moreover, workbook-type examples are often lacking. Although I'm very disappointed in the execution of this class, there is potential if these problems are addressed. 
As an aside, after completing this class, I find it hard to believe that almost half the reviewers gave this class five stars. There are some fundamental problems here, and I almost gave up completing the rest of the series because of this one course.  
.  ",1
1794,Applied Text Mining in Python by University of Michigan,Eklavya S,"Aug 6, 2018","This course makes you give up on data science and MOOCs. 
Seriously, the content is poorly presented he keeps on speaking , telling 2-3 lines about a function and so on.
I highly recommend stay away from this pathetic specialization.  ",1
1795,Applied Text Mining in Python by University of Michigan,Niccolo,"Oct 23, 2018",Curriculum is valuable but the course quality isn't on par with the other Applied Data Science using Python courses by University of Michigan. Week 4 assignment doesn't do enough to bring all the previous topics together in a realistic application. Week 3 lectures and notebook have teach the use of a scoring function wrongly - an issue addressed in forum threads for months but no edits to the video lectures and notebook have been made as of yet.,3
1796,Applied Text Mining in Python by University of Michigan,D. S,"Oct 10, 2019","I have taken and passed all the first four courses in this specialization, and very much liked the first three courses. But the quality of this course on text mining is far below the average level of the first three. Go find some other courses if you want to learn text mining with Python. 
There are too many areas of flaws in this course. I am only highlighting the top 5 below: 
1. lacks good connection throughout the course content. This problem exists almost everywhere, both from slide to slide within a video and from video to video. Many times you would have questions in your head like “why is he talking about this?” or “what is this?”
2. use example just for the purpose of showing examples. Don’t really explain the point it is supposed to explain. In many times the examples do not provide clarity, but raise more confusion instead. 
3. assignment tasks either too simple, or remotely related to what is introduced in the course. The worst case is assignment in week 4, where the assignment is so poorly constructed. You have to spent days to figure out the right answer. They call it “debug”, but there is nothing wrong with my code. I would say it is more of a process to “try to figure out what the instructor is asking for”.  
4. talks too much about the theoretical things, not very good introduction of using python. Even when python code is demonstrated, it is almost always in a very abstract way. This is significantly different from the first three courses, and very annoying. You would need to spend about the same amount of time googling how the packages work as I have never took the course. 
5. Repetition of content already introduced in previous courses, i.e., machine learning basics. ",1
1797,Applied Text Mining in Python by University of Michigan,Mirzabekian A,"Jul 19, 2018",The most discouraging course in specialization.,1
1798,Applied Text Mining in Python by University of Michigan,Emil K,"Feb 13, 2018","Instructions in programming assignments are misleading or poorly worded. This is an issue with every module of this specialization but Text Mining has been spectacularily bad. You need to spend hours browsing the discussion group just to figure out what is expected. Mentors are doing a great job explaining in the forum, but there is no feedback loop - the instructions are never corrected. Sometimes you see a forum post about a misleading or simply wrong instruction, that is dated 6 months ago, and the instruction still hasn't been corrected. It's like no-one cares. I feel like 70% of the time I spent on this course wasn't learning Text Mining, it was dealing with ambiguous instructions or autograder issues.",1
1799,Applied Text Mining in Python by University of Michigan,David W,"Apr 6, 2018","Unclear assignment instructions, buggy autograder, and no instructor help.",1
1800,Applied Text Mining in Python by University of Michigan,Nills F,"Jul 18, 2020","I finished this course because I already finished 3 out of 5 courses in the total data science specialization. If you're just doing this course, I wouldn't recommend it. It's very heavy on theory, and the practical elements of Python are only touched upon slightly. Expect to spend a lot of time googling the answer to the weekly assignments, and reading through the forums of the course to find which slight edit you'll have to make to make it work. Oh, and the course instructors/teaching assistants are nowhere to be seen in the forum. There's been errors in the course itself and in the auto-grader that were reported 3 years ago that still aren't fixed.",1
1801,Applied Text Mining in Python by University of Michigan,Bala K,"May 4, 2019", Lectures are very good with a perfect explanation. More than lectures I liked the assignment questions. They are worth doing. You will get to know the basic foundation of text mining. :-),5
1802,Applied Text Mining in Python by University of Michigan,Jun-Hoe L,"Sep 6, 2020","Initially the lectures started fine. But by week 2, there is a big gap between the level of lecturers/material which are too superficial and the assignment which are very detailed. 90% of the time doing the assignments consist of looking up the forums or stackoverflow. The autograder is also severely outdated, never been updated for the past 3 years since the start of the course. Week 3 itself the autograder requires some ""wrong answer"" to pass, and this has never been updated. The mentors in the forum especially Uwe is helpful, but he's only patching the leaks by providing guides on passing the autograder. I'm only taking this course to finish the specialization, but I would not recommend this course at all, especially since it's paid and I feel it's not worth the price for the outdated content. ",2
1803,Applied Text Mining in Python by University of Michigan,Lauren r,"Jun 14, 2020","The first three weeks are fairly reasonable, but the last week goes over topics much too quickly with little explanation of HOW to apply the various approaches and what the models are actually doing.  There's additionally no notebook for the last week.  The lectures use Python 2 but the notebook requires python 3, leading to confusion.  All 4 assignments are poorly worded in such a way that it's impossible to pass them without using the discussion forums.  The material is interesting and useful, but the class is extremely frustrating.",2
1804,Applied Text Mining in Python by University of Michigan,João C B d S,"Mar 2, 2021","Unlike the first 3 courses of this specialization, I'm very disappointed with this course.
It didn't give us a good feel of the technology, leaving a lot of blank spaces in the subject.
A lot of important subjects were just mentioned briefly, without training examples to make it clear, and those concepts were asked in assignments.
In Week 3 there is a concept that it's been  taught wrongly, and everyone is pointing this out on foruns. But, even after almost FOUR years, this hasn't been correct. 
We have to thank the mentors, those are the ones that are really putting the work patching those errors.
In week 4 the course didn't provide a workbook with examples, thanks for the mentors, they got us one.
Really disappointed with the overall lack of attention from the authors with this course. Especially after 3 great first courses in this specialization.",2
1805,Applied Text Mining in Python by University of Michigan,Gregory B,"Dec 22, 2017","I hope that the author of this course is fired. I had hoped for more review and exercises on topics such as sentiment and topic analysis, things that are PRACTICAL. Instead the focus was on things like document path similarity, part-of-speech tagging, and counting words in spam vs. ham documents. Adding to the frustration is the autograder, and the arcane formats for submitting answers. Wish that I could give this less than 1 star, it definitely earned it.  ",1
1806,Applied Text Mining in Python by University of Michigan,Ron B,"May 28, 2019","I am a Data Engineer with a degree in Computer Science who wanted to learn more about Natural Language Processing for a small project I wanted to build. I had no prior knowledge of NLP other than some regular expression work from college and a basic knowledge of what tokenizing, tagging and classification were at a high level. This course was a great introduction into the field and has given me a solid applicable foundation to continue my education. I wanted something that was light in theory and heavier in application and this course hit a great balance. Contrary to many of the other reviews, I didn't have a problem with the autograder, most of the time I got an answer incorrect was due to not reading the question carefully enough. The assignments were great in my opinion and actually helped drive home the points made in the lectures. I recommend this class to anyone who wants to get their feet wet in the subject. ",5
1807,Applied Text Mining in Python by University of Michigan,Fadhel A,"Jul 4, 2019","This course give the basic idea in each module existed in text and natural language processing kits. A lot more for self-explore, but this will intrigue to begin sooner and learn wider.",5
1808,Applied Text Mining in Python by University of Michigan,Ishrath I,"Feb 6, 2023","The professor was great in explaining the concept, but there was barely code alongs or notebooks with the code to show the outputs of the codes. In the first week, the code and outputs were provided, but as the course progresses, they are not provided anymore. I would have really helped to actually see the outputs and follow along with a jupyter notebook code. 
However the reason why I am giving this course 2 stars is because of the assignments. The assignments were really a pain in the neck. Yes, the assignments help you learn, but it gets really frustrating when the autograder doesn't work properly. Most of the time the autograder grades incorrectly. In week 3, some of the solutions were marked incorrect when the solutions are actually correct. Instead of accepting the correct solutions, the autograder accepts the incorrect solutions as ""correct"" solutions. The autograder doesn't give much feedback on why the solution is incorrect. 
In addition to the autograder, the assignments themselves don't guide you. The were so many additional things we had to do to pass the assignments. There were so many hidden tests that we were not aware of. And the assignments don't help guide us on how to pass those hidden tests. Week 1 and Week 3 assignments were so frustrating because of these issues. 
Because of all this, I missed the deadlines for  2 assignments, so I had to push the deadlines back. When I did that, everything reseted. I had to redo all my quizzes and assignments. 18 hours of code was gone. ",2
1809,Applied Text Mining in Python by University of Michigan,Stephen L,"Aug 5, 2020","This course is close to a list of things you should know about for text mining, but provides little in the way of examples or detailed instruction. The fourth week doesn't even include a jupyter notebook with working code. The instructions for the assignments are hard to understand, misleading, or simply incomplete. The autograder during the third week is broken and won't accept answers that are correct but are of the wrong data type or which got rounded to 10e-11 as a result of the order of operations in the code. The mentor is MIA. Bad data science practices (like not scaling data) are tacitly encouraged (""just follow the instructions and don't add steps"" says the Mentor) and sometimes you have to pass the wrong numbers to a function in order for the autograder to work. If I am hiring, I will not take what a student learned from this into account, as it was likely very little or perhaps wrong. Unlike other Coursera  courses, this is a 'you get what you pay for' experience. ",2
1810,Applied Text Mining in Python by University of Michigan,Przemek P,"Jul 23, 2020","For me it's  the 7th Course completed on Courserea and by far the worst. 
The topics covered by course are explained in an unclear way, with fast pace.
There are too many topics and too little time to explain them.
Lecturer constantly uses shortcuts and chaining when explaining new concepts. 
Lecturer codes in a un-datascience way, ommiting dataframes and apply family functions, constantly looping trough lists instead.
And most annoying of all - you spend hours digging through forum to finish assignments, because each instruction is written in a very, very unclear way and autograder is set to accept only one anwer. Belive me, it's very frustrating - take a look at the forum of this course.",1
1811,Applied Text Mining in Python by University of Michigan,RAUL G & F - L & R E,"Apr 13, 2018",The professor needs to prepare students better for exams and assigments. Too few lectures.,1
1812,Applied Text Mining in Python by University of Michigan,Benjamin C,"Aug 5, 2020",I was expecting to learn at least something,1
1813,Applied Text Mining in Python by University of Michigan,Jingting L,"Sep 5, 2018","This is a solid intro course to NLP that covers the basics.  For what it is I do think it deserves a higher rating than the 4.0 it currently has.  I was worried about the amount of complaints regarding the grading machine when I started, but I was fortunate to have only experienced a very minor, inconsequential problem.  Maybe I was just too traumatized by grading problems with other courses (*cough yandex big data engineering cough*) that the grading machine in this course in comparison is pretty reasonable. 
For further learning, I discovered the NLP course in the Advanced Machine Learning specialization.  I must say that is much more in depth and cutting-edge.  Would totally recommend it as a sequel to this course.",5
1814,Applied Text Mining in Python by University of Michigan,Christopher M W,"Aug 12, 2020","This course seemed much less useful than the other Python for Data Science courses:
1.) Too many topics addressed at surface level, instead suggest be more selective and go deeper in playing around with a smaller number of techniques/models
2.)  The coding assignments felt very rote/mechanical, mostly I think was a tradeoff to try to touch too many individual techniques/models.  Would have preferred assignments more like - try to achieve X practical objective (good classifier score, etc) in whatever way you think makes sense, playing with or looping through parameters of the techniques/models to get there
3.) There were a number of ambiguities and inaccuracies in the assignments that wasted a considerable amount of time for not just me but a lot of people - see the forums",2
1815,Applied Text Mining in Python by University of Michigan,Alex G,"Jan 10, 2021","This course is a headache. Much of the lecture videos have errors that are lazily corrected with popups. The assignments can be incredibly buggy with little help from the forums. Even worse these bugs have existed since the courses creation 3 years ago and they're still present. How have they not been addressed yet? It's unacceptable. If you're taking this for the specialization, then fine. Otherwise this is a strong pass. ",2
1816,Applied Text Mining in Python by University of Michigan,Gerrit v W,"Nov 22, 2020",Compared to the first three courses in the specialization (which were all excellent) this course is total shite. The instructor just glosses over concepts at a very high level and clearly put little thought or effort into planning them.  The only thing about the course that was remotely positive were the assignments.  They were all poorly worded but by completing them I did learn several interesting/useful applications of Gensim and NLTK.  Unless your goal is completing the specialization I wouldn't waste my time with the course.  It's by far the worst Coursera course I've taken.  Shame on the University of Michigan for putting their name on this course.  It reflects poorly on them.  I recommend they either remove it from the specialization or redo it.,1
1817,Applied Text Mining in Python by University of Michigan,Saeed V,"Sep 20, 2020","This course is a real waste of time! They try to teach you how to swim without water involvement!!
I like the lecturer and his still in the first and second weeks. But, starting from 3rd week, the lecturer teaches nothing. He explains some basic concepts and you should answer the detailed/technical coding assignments. The assignments have nothing to deal with the lectures. The lectures have zero to very limited coding explanation, even though the course name has ""APPLIED"" and ""PYTHON"". I learned nothing from the lectures but I passed both 3rd and 4th assignments with 100, thanks to StackOverflow and online resources. Plus, outdated auto grader and material!
I am wondering who gives this course 5 stars. Fake reviews? ",1
1818,Applied Text Mining in Python by University of Michigan,Vladimir V,"Aug 15, 2017",A complete waste of time. You are better off Googling the concepts as the explanations are absolutely inadequate. The homework is nice and challenging but the material covered in the lectures does not prepare you to complete it. You are pretty much on your own. Too bad that you need to take this course to complete the specialization. Definitely not worth the $80. Very disappointed!!!!,1
1819,Applied Text Mining in Python by University of Michigan,Markus M,"Sep 24, 2017","One of the worst courses I have ever attended. The subject is treated on the surface.
The exercises are sometimes not covered in the lectures. The auto-grader is badly configured.
It was annoying and frustrating to do the exercises. Sometimes an untold oderering of the results was expected. Sometimes an untold normalization has to be done.",1
1820,Applied Text Mining in Python by University of Michigan,Nathan R,"Oct 17, 2017","The professor is wooden. The quizzes are ridiculously easy. The programming assignments nearly impossible. Beware the hidden workings of the auto-grader. If you're very lucky, one of the other students will prompt the TAs to action in the forums. This is, by far, the worst course in this specialization.",1
1821,Applied Text Mining in Python by University of Michigan,usama i,"Jan 7, 2021",Other courses of this Specialization are very good but not this one. The main Instructor of this could have done a better job and grading of assignments has too much issues i would have chosen any other NLP course if it wasn't for this Specialization.    ,1
1822,Applied Text Mining in Python by University of Michigan,Pablo B,"Jul 26, 2020","Worst course of the 
specialization. The lectures were so shallow for the level required to approve. I learn from internet more than from this course. Also the automatic grader is out of date and full of bugs. Do not recommend at all this course.",1
1823,Applied Text Mining in Python by University of Michigan,Will W,"Aug 23, 2017","Honestly, I was pretty disappointed in this course. Assignments consistently took much longer than indicated, in large part because of recurrent problems with the autograder and unspecified requirements in assignment instructions.",1
1824,Applied Text Mining in Python by University of Michigan,Xing W,"Oct 28, 2017",The video is still in python 2. Very limited instructions.,1
1825,Applied Text Mining in Python by University of Michigan,Maruf H,"Oct 18, 2017","Short and concise introduction to text mining and natural language processing. The presentation of the instructor is very good. The course could be organized in a better way, more course material should be added. I like the assignments so much, they taught me a lot although I think there have some problem with the Grader. Overall it's a recommended course for a CS student.",5
1826,Applied Text Mining in Python by University of Michigan,Ben K,"Jun 26, 2018","Would love to see these courses have more practice questions in each weeks lesson. Would be helpful for repetition sake, and learning vs only doing each question once in the assignments.",5
1827,Applied Text Mining in Python by University of Michigan,Carl B,"Sep 20, 2017","Excellent course! Video lectures are high quality, with realistic problems and applications. Exercises are reasonably challenging, and all quite fun to do! Strongly recommend this course",5
1828,Applied Text Mining in Python by University of Michigan,atul s,"Jun 12, 2020",Course needs to be taught better. Assignments were way too difficult. Usually this happened in 1 out of the 4 weeks in all the previous courses of this specialisation. This course had all assignments having students do lots of searching online and the forums. Other learners comments turned out to be a lifesaver. This should not be the case for the entire course.,4
1829,Applied Text Mining in Python by University of Michigan,David M,"Feb 27, 2021","I felt i learnt quite a lot, However some parts of the assignments hadn't been explained at all in the course videos.  I didn't feel the assignments were well explained.",4
1830,Applied Text Mining in Python by University of Michigan,Javier e p,"Dec 23, 2020","Regretfully, this course has not kept the pace of the rest in the specialisation course. The learning material is not good and I have to look for external material in Internet to understand the matters. Also I had to spend too much time just figuring out how to get the assignments passed by the autograder, instead of spending the time solving good assignments.",3
1831,Applied Text Mining in Python by University of Michigan,Suhas A B,"Jan 30, 2021",Take this course only as part of the specialization. It has good introduction to NLTK but tends to jump to advanced concepts without much teaching. If you are new to the topic you may struggle. If you are not familiar with the concepts in course 3 of the specialization you may not know what is expected of you.,3
1832,Applied Text Mining in Python by University of Michigan,Carlos F P,"Oct 4, 2019","Autograder is a disadvantage that sometimes can take many hours to figure out. Also, this course was a let down compared to the previous in the specialization. I wish there were more examples.",3
1833,Applied Text Mining in Python by University of Michigan,Moustafa S,"Aug 10, 2020","the materials are out dated like hell, but meh at least i got the basics ",3
1834,Applied Text Mining in Python by University of Michigan,Warnakulasuriya S A F,"Nov 7, 2020","Really was some painful experience. I did manage to get over the first two weeks battling myself in those overrated assignments. But after the 3rd week it was really like a typical lecture in the university where professor reads out his slides and give the assignment to check whether the student was able to stay awake the whole time of his presentation. It was really hard to catch up the gap between those couple of weeks. Not recommended for a beginner or a person who has just entered the field of DS. Believe me, you're in for a really grumpy ride with this course.",2
1835,Applied Text Mining in Python by University of Michigan,Aaron V,"Feb 19, 2021","The course could be much better if somebody would read through the discussion comments and make appropriate changes to the wording in lab assignments.
I would not have completed the lab assignments without reading through several of the course discussion comments.  Many of these comments have been there for years, yet no improvement to the course material.  ",2
1836,Applied Text Mining in Python by University of Michigan,Mariana S,"Nov 7, 2023","Very theoretical, with good slides but missing good Jupyter notebooks that facilitate the ""hand-on"" experience. Thus, it's up to the students to find out their own way to solve the assignment. Courses 1, 2, 3 of the Applied Data Science with Python Specialization
 are much, much better than what is offered in Course 4.   ",2
1837,Applied Text Mining in Python by University of Michigan,Sudhakant P,"Jun 3, 2020","Week 2 and Week 3 are OK. But Week 1 and Week 4 are Horrible. All the other courses in this specialization are amazing. But this one, I don't think so. If you really want to learn NLP, go for other sources. This course is just like a revision for the ones who are already pretty good with NLP.",2
1838,Applied Text Mining in Python by University of Michigan,Daniel V E,"Oct 12, 2023","The lectures are OK, but the assignments have very bad instructions and many bugs. Expect to spend 5% of the time learning and 95% trying to figure out what the autograder expects as an output. Overall there are much more efficient ways to learn. I can't recommend this course.",2
1839,Applied Text Mining in Python by University of Michigan,Tin H P,"Jan 15, 2023","The auto-graders are not working for quite a few questions, and error description does not tell which part of my code fails, totally useless description. Discussion forum was a big disappointment. Mentors never showed up. I felt like this is a free course, in terms of support.",2
1840,Applied Text Mining in Python by University of Michigan,莊子儀,"Jan 16, 2024","I find that this course focuses more on theory rather than practical hands-on applications, and I don't particularly enjoy it. Also, the instructions in programming assignments are misleading or poorly worded. I have a lot of trouble ding these.",2
1841,Applied Text Mining in Python by University of Michigan,Justin H,"Nov 13, 2022","I have taken 4 courses thus far in this specialization.  Course 4 is the most horrendous.
If you embrace sadistic tendencies, please take this course.
If you like to be taken for a ride and waste valuable time, please take this course.
If you like to be trolled by the instructor, its so called course syllabus and the champion of them all, the beloved autograder time and time again, please take this course.
I will specifically mention Assignment 4.  The course syllabus does not even cover fully the material that will be tested in the final assignment.  Its a lot of searching stack overflow and reading documentation to implement the answer.  That is not all.  The functions and the way it is laid out to be accepted as an answer by the autograder is ridiculous.  When there are errors, the autograder doesn't even suggest what the error is.  It just tells you the answer is incorrect.  How does one debug?   I mean..  wtf right?!
Nonetheless, I will push on and finish this specialization because it is a commitment to finish what I started.
All in all,  course 4 is unforgivable.  This is not the way to teach and not the way for learners to learn.  
Broken.  That's the only word I can think of.  The course ...and me in the process.",1
1842,Applied Text Mining in Python by University of Michigan,Elliot B,"Mar 3, 2018","I found this course quite confusing and often unrelated between video lectures and assignments. The lectures maybe covered an assignment in broad strokes but to actually answer any of the questions needed extension research from the student. I felt like I was teaching myself the base content. At that point, what is the point of the lecture videos if they provide no value. I almost stopped my subscription and gave up on the data analysis specialization based on the quality of this specific course.  Previous courses in the specialisation did provide useful information in lectures which was then extended upon in the assignments. This method of teaching something in the lectures then building on finessed usage in the assignments is a much better approached. ",1
1843,Applied Text Mining in Python by University of Michigan,Christopher I,"Mar 14, 2018","The lectures for this course are terribly uninspired, giving very little useful information--the vast majority of it is the professor talking about obvious aspects of language at a very high and useless level. The autograder is frequently breaking for very minor things (such as returning numpy.float instead of float), the questions on the assignments are often misleading, poorly worded, vague, or just generally not very helpful. All in all, this was one of the worst MOOCs I have ever taken, though the Coursera bar is pretty low. It does make me wonder why I bother to pay at all--oh right, Coursera now makes not paying a major inconvenience to course progression.",1
1844,Applied Text Mining in Python by University of Michigan,Guo X W,"Jun 21, 2020",This is my least favourite course in the specialisation. Natural language processing is an exciting field and I think there is a lot more potential to enthuse and engage students. The instructor scratches the surface of text mining by going through brief sets of codes on ppt slides. I thought it would be meaningful to use more real-world datasets (as in the previous courses in the specialisation) and have students follow through some examples on Jupyter Notebook. I also felt that the exposition by the instructor was not the most intuitive or lucid. It could be much clearer.,1
1845,Applied Text Mining in Python by University of Michigan,Will W,"May 21, 2021","While containing marginally less bugs and errors than previous courses in the specialization (though they are still present and bafflingly U of M shows no interest in ever fixing them), this course spends too much time going over topics already covered in previous courses, then shifts to a very simplistic and rudimentary overview of the material at hand. The last week especially is so rushed that I don't feel I have a solid grasp on what was supposed to be taught, and the assignment is just paint-by-numbers reading of documentation and plugging in guesses.",1
1846,Applied Text Mining in Python by University of Michigan,Matt P,"Apr 12, 2020","This course was much less helpful than others in the Specialization. The assignments are poorly conceived, and submissions are beset by finicky autograder issues. Certainly, data cleaning and code debugging are critical skills for text mining, but I find it difficult to believe that ""try to understand what output a function should submit so as to satisfy the current autograder"" is a useful way to teach text mining.
I hope this course will be re-done to bring it in line with the quality of the others in the Specialization.",1
1847,Applied Text Mining in Python by University of Michigan,Denys P,"Aug 10, 2019","The course is a joke. Its outdated and not supported, you literally need to spend hours to try and figure and emulate versions used by autograder and even the file structure for files used by default is not accurate and you get file read errors on predefined by them functions on their own virtual environment and need to fix these for them!!! The virtual machine env provided is super slow so need to use your own. Very bad user experience and horrible use of time!",1
1848,Applied Text Mining in Python by University of Michigan,Daniel W,"Aug 27, 2019","What a horrible course. Especially the assignments are such an unbelievable waste of time. Instead of focusing on important concepts and applications, one has to spend hours one ""pleasing the autograder"" by renaming columns and reading the discussion pages for the correct interpretation of all the ambiguously formulated questions. Very sad! Would be good for everyone if this was removed from the (otherwise great) series ""Applied Data Science in Python"".",1
1849,Applied Text Mining in Python by University of Michigan,Eduardo F,"Feb 24, 2018","I was under the impression that the course is incomplete, especially week 4, which has no notebook examples of the theory presented. I needed to look at other sites for basic information. I could only complete the exercises because they are easy, otherwise, with the code presented during the course, I would not have been able to. I suggest strengthening the example code in python (see week 3, good code)",1
1850,Applied Text Mining in Python by University of Michigan,Ginger d R,"Jun 27, 2023","Do yourself a favor and do the NLP specialization from deeplearning.ai. This course (and specialization in general) is outdated. Assignments are poorly organized and the poor moderators can only warn you about assignments as they're unable to change anything. 

After taking Dr. Chuck's & Dr. Resnick I was seriously dishes out some cash on the online Master's they're offering. Glad I didn't...",1
1851,Applied Text Mining in Python by University of Michigan,Rubén G C,"Apr 27, 2020","I have to say that the previous three courses were very well explained, with good examples and python code. However, this course is not well explained nor documented. It is a pity that the quality of the whole specialization program gets considerably reduced due to this course. The assignments do not allow you to learn and you may not pass them due to small differences in the coding.",1
1852,Applied Text Mining in Python by University of Michigan,Justin M,"Sep 15, 2019","Videos are so high-level that they don't help at all understanding the necessary code. Assignments have spelling errors and ambiguity. Week 4 is missing the sample code notebook. I eventually found the sample code notebook in the forums, but this was a big cause of frustrations as I had zero context for how to do the assignment.",1
1853,Applied Text Mining in Python by University of Michigan,Daniel B,"Dec 28, 2020","I don't feel like I learned anything even though I passed with 100%. This course desperately needs more insightful quizzes and assignments, and the lectures should actually explain how to do ""applied text mining"" rather than just glossing over some terminology.",1
1854,Applied Text Mining in Python by University of Michigan,Nicholas P,"Jul 31, 2019","Unless the instructional staff updates the programming assignments to reflect updates in packages and ensures they can run without additions, do not take this course. It is a terrible reflection on the University of Michigan.",1
